text,intent
can you tell me more about a delivery address correction?,change_shipping_address
i need assistance changing the delivery address,change_shipping_address
i have got to check the damn withdrawal penalty,check_cancellation_fee
shipments to {{Delivery City}},delivery_options
can you help me to see the early termination fees?,check_cancellation_fee
wanna know more about correcting my shipping address,change_shipping_address
is it possible to place an order from {{Delivery Country}},delivery_options
assistance checking what bloody shipping options you offer,delivery_options
assistance to notify of issues with online payments,payment_issue
I expect a restitution of {{Refund Amount}} dollars,track_refund
see under which circumstances can I ask for refunds,check_refund_policy
where can I see what delivery methods I have?,delivery_options
could you help me to see the status of the reimbursement?,track_refund
assistance to see my compensation status,track_refund
I'm waiting for a reimbjrsement of {{Currency Symbol}}{{Refund Amount}},track_refund
help with canceling purchase {{Order Number}},cancel_order
i expect a goddamn reimbursement of {{Refund Amount}} dollars,track_refund
need to speak to customere assistance,contact_customer_service
do you have a free customer assistance phone number?,contact_customer_service
where can I edit my delivery address?,change_shipping_address
I expect a compensation of {{Currency Symbol}}{{Refund Amount}},track_refund
do you ship to {{Delivery Country}}?,delivery_options
I need help seeing a what time customer service available is,contact_customer_service
d uship to {{Delivery City}},delivery_options
where can I check at what time I can call customer service?,contact_customer_service
have problems with canceling order {{Order Number}},cancel_order
I have to call customer service,contact_customer_service
I want help changing the bloody delivery address,change_shipping_address
hsipping to {{Delivery Country}},delivery_options
I am trying to see the fucking withdrawal charges,check_cancellation_fee
i expect a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund
do you shp to {{Delivery City}}?,delivery_options
wanna notify of goddamn errors with online payment,payment_issue
I want help seeing the cancellation charge,check_cancellation_fee
how to see what hours I can contact customer service?,contact_customer_service
help to check the early exit fee,check_cancellation_fee
I need to see under what circumstances can I ask for refunds,check_refund_policy
I need assistance to see what shipment options you offer,delivery_options
is it possible to see the early termination charges,check_cancellation_fee
I need assistance cancelling order {{Order Number}},cancel_order
can you help me seeing the cancellation charge?,check_cancellation_fee
I don't know what I have to do to see the early exit fees,check_cancellation_fee
wanna see how long refunds take could ya help me,check_refund_policy
how do I see your reimbursement policy?,check_refund_policy
"I expect a bloody rebate of {{Currency Symbol}}{{Refund Amount}}, was it processed already",track_refund
where to see the methods for shipment,delivery_options
problem with cancelling purchase {{Order Number}},cancel_order
I don't know what I need to  do to check your refund policy,check_refund_policy
what do I have to do to notify of payment issues?,payment_issue
assistance with cancelling pucrhase {{Order Number}},cancel_order
i exepct a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
